"","season","gender","category","first_cycling_race_id","race_name","race_nationality","uci_race_classification","stage_race_boolean","start_date","end_date","stage_number","distance","route","stage_profile_category_mapping_eng","race_tags"
"2087",2024,"men","Road",22145,"West Bohemia Tour","CZ","2.2U","Stage Race","2024/08/22","2024/08/25","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2088",2024,"men","Road",22145,"West Bohemia Tour","CZ","2.2U","Stage Race","2024/08/22","2024/08/25","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2089",2024,"men","Road",186,"Druivenkoers Overijse","BE","1.1","One Day","2024/08/23","2024/08/23","GC","","","Hilly","            "
"2090",2024,"men","Road",586,"Tour de la Guadeloupe","FR","2.2","Stage Race","2024/08/23","2024/09/01","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2091",2024,"men","Road",586,"Tour de la Guadeloupe","FR","2.2","Stage Race","2024/08/23","2024/09/01","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2092",2024,"men","Road",586,"Tour de la Guadeloupe","FR","2.2","Stage Race","2024/08/23","2024/09/01","03","19.4","Plouay-Plouay","Flat ITT","            "
"2093",2024,"men","Road",586,"Tour de la Guadeloupe","FR","2.2","Stage Race","2024/08/23","2024/09/01","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2094",2024,"men","Road",586,"Tour de la Guadeloupe","FR","2.2","Stage Race","2024/08/23","2024/09/01","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2095",2024,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2024/08/24","2024/08/29","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2096",2024,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2024/08/24","2024/08/29","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2097",2024,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2024/08/24","2024/08/29","03","19.4","Plouay-Plouay","Flat ITT","            "
"2098",2024,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2024/08/24","2024/08/29","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2099",2024,"men","Road",955,"Tour of Bulgaria","BG","2.2","Stage Race","2024/08/24","2024/08/29","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2100",2024,"men","Road",22,"Bretagne Classic","FR","1.UWT","One Day","2024/08/25","2024/08/25","GC","","","Hilly"," World Tour           "
"2101",2024,"men","Road",8328,"GP Plouay Elite Open ","FR","1.2","One Day","2024/08/25","2024/08/25","GC","","","Hilly","            "
"2102",2024,"men","Road",8310,"Ronde van de Achterhoek","NL","1.2","One Day","2024/08/25","2024/08/25","GC","","","Flat","            "
"2103",2024,"men","Road",8466,"Tour of Indonesia","ID","2.2","Stage Race","2024/08/25","2024/08/29","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2104",2024,"men","Road",8466,"Tour of Indonesia","ID","2.2","Stage Race","2024/08/25","2024/08/29","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2105",2024,"men","Road",8466,"Tour of Indonesia","ID","2.2","Stage Race","2024/08/25","2024/08/29","03","19.4","Plouay-Plouay","Flat ITT","            "
"2106",2024,"men","Road",8466,"Tour of Indonesia","ID","2.2","Stage Race","2024/08/25","2024/08/29","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2107",2024,"men","Road",8466,"Tour of Indonesia","ID","2.2","Stage Race","2024/08/25","2024/08/29","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2108",2024,"men","Road",996,"Muur Classic Geraardsbergen","BE","1.1","One Day","2024/08/28","2024/08/28","GC","","","Cobbles","            "
"2109",2024,"men","Road",21,"Renewi Tour","NL","2.UWT","Stage Race","2024/08/28","2024/09/01","01","123.9","Kerlouan-Kerlouan","Flat"," World Tour           "
"2110",2024,"men","Road",21,"Renewi Tour","NL","2.UWT","Stage Race","2024/08/28","2024/09/01","02","120.7","Plemet-Saint Meen-Le-Grand","Flat"," World Tour           "
"2111",2024,"men","Road",21,"Renewi Tour","NL","2.UWT","Stage Race","2024/08/28","2024/09/01","03","19.4","Plouay-Plouay","Flat ITT"," World Tour           "
"2112",2024,"men","Road",21,"Renewi Tour","NL","2.UWT","Stage Race","2024/08/28","2024/09/01","04","136.6","Mur de Bretagne-Kervignac","Hilly"," World Tour           "
"2113",2024,"men","Road",21,"Renewi Tour","NL","2.UWT","Stage Race","2024/08/28","2024/09/01","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF"," World Tour           "
"2114",2024,"men","Road",15096,"Flanders Tomorrow Tour","BE","2.2U","Stage Race","2024/08/29","2024/08/31","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2115",2024,"men","Road",15096,"Flanders Tomorrow Tour","BE","2.2U","Stage Race","2024/08/29","2024/08/31","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2116",2024,"men","Road",15096,"Flanders Tomorrow Tour","BE","2.2U","Stage Race","2024/08/29","2024/08/31","03","19.4","Plouay-Plouay","Flat ITT","            "
"2117",2024,"men","Road",15096,"Flanders Tomorrow Tour","BE","2.2U","Stage Race","2024/08/29","2024/08/31","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2118",2024,"men","Road",15096,"Flanders Tomorrow Tour","BE","2.2U","Stage Race","2024/08/29","2024/08/31","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2119",2024,"men","Road",22249,"Tour of Routhe Salvation","TR","2.2","Stage Race","2024/08/30","2024/09/02","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2120",2024,"men","Road",22249,"Tour of Routhe Salvation","TR","2.2","Stage Race","2024/08/30","2024/09/02","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2121",2024,"men","Road",22249,"Tour of Routhe Salvation","TR","2.2","Stage Race","2024/08/30","2024/09/02","03","19.4","Plouay-Plouay","Flat ITT","            "
"2122",2024,"men","Road",22249,"Tour of Routhe Salvation","TR","2.2","Stage Race","2024/08/30","2024/09/02","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2123",2024,"men","Road",22249,"Tour of Routhe Salvation","TR","2.2","Stage Race","2024/08/30","2024/09/02","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2124",2024,"men","Road",10675,"In the Steps of Romans","BG","2.2","Stage Race","2024/08/31","2024/09/01","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2125",2024,"men","Road",10675,"In the Steps of Romans","BG","2.2","Stage Race","2024/08/31","2024/09/01","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2126",2024,"men","Road",10675,"In the Steps of Romans","BG","2.2","Stage Race","2024/08/31","2024/09/01","03","19.4","Plouay-Plouay","Flat ITT","            "
"2127",2024,"men","Road",10675,"In the Steps of Romans","BG","2.2","Stage Race","2024/08/31","2024/09/01","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2128",2024,"men","Road",10675,"In the Steps of Romans","BG","2.2","Stage Race","2024/08/31","2024/09/01","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2129",2024,"men","Road",209,"GP Kranj","SI","1.2","One Day","2024/09/01","2024/09/01","GC","","","Hilly","            "
"2130",2024,"men","Road",13191,"Maryland Cycling Classic","US","1.Pro","One Day","2024/09/01","2024/09/01","GC","","","Hilly","            "
"2131",2024,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2024/09/01","2024/09/07","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2132",2024,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2024/09/01","2024/09/07","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2133",2024,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2024/09/01","2024/09/07","03","19.4","Plouay-Plouay","Flat ITT","            "
"2134",2024,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2024/09/01","2024/09/07","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2135",2024,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2024/09/01","2024/09/07","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2136",2024,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2024/09/01","2024/09/08","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2137",2024,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2024/09/01","2024/09/08","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2138",2024,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2024/09/01","2024/09/08","03","19.4","Plouay-Plouay","Flat ITT","            "
"2139",2024,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2024/09/01","2024/09/08","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2140",2024,"men","Road",45,"Tour of Britain","GB","2.Pro","Stage Race","2024/09/01","2024/09/08","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2141",2024,"men","Road",538,"Giro della Regione Friuli","IT","2.2","Stage Race","2024/09/04","2024/09/07","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2142",2024,"men","Road",538,"Giro della Regione Friuli","IT","2.2","Stage Race","2024/09/04","2024/09/07","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2143",2024,"men","Road",538,"Giro della Regione Friuli","IT","2.2","Stage Race","2024/09/04","2024/09/07","03","19.4","Plouay-Plouay","Flat ITT","            "
"2144",2024,"men","Road",538,"Giro della Regione Friuli","IT","2.2","Stage Race","2024/09/04","2024/09/07","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2145",2024,"men","Road",538,"Giro della Regione Friuli","IT","2.2","Stage Race","2024/09/04","2024/09/07","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2146",2024,"men","Road",9699,"Tour of Kosovo","XK","2.2","Stage Race","2024/09/05","2024/09/07","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2147",2024,"men","Road",9699,"Tour of Kosovo","XK","2.2","Stage Race","2024/09/05","2024/09/07","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2148",2024,"men","Road",9699,"Tour of Kosovo","XK","2.2","Stage Race","2024/09/05","2024/09/07","03","19.4","Plouay-Plouay","Flat ITT","            "
"2149",2024,"men","Road",9699,"Tour of Kosovo","XK","2.2","Stage Race","2024/09/05","2024/09/07","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2150",2024,"men","Road",9699,"Tour of Kosovo","XK","2.2","Stage Race","2024/09/05","2024/09/07","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2151",2024,"men","Road",401,"Okolo Jiznich Cech","CZ","2.2","Stage Race","2024/09/05","2024/09/08","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2152",2024,"men","Road",401,"Okolo Jiznich Cech","CZ","2.2","Stage Race","2024/09/05","2024/09/08","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2153",2024,"men","Road",401,"Okolo Jiznich Cech","CZ","2.2","Stage Race","2024/09/05","2024/09/08","03","19.4","Plouay-Plouay","Flat ITT","            "
"2154",2024,"men","Road",401,"Okolo Jiznich Cech","CZ","2.2","Stage Race","2024/09/05","2024/09/08","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2155",2024,"men","Road",401,"Okolo Jiznich Cech","CZ","2.2","Stage Race","2024/09/05","2024/09/08","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2156",2024,"men","Road",9979,"GP Rik Van Looy","BE","1.2","One Day","2024/09/07","2024/09/07","GC","","","Flat","            "
"2157",2024,"men","Road",20,"BEMER Cyclassics","DE","1.UWT","One Day","2024/09/08","2024/09/08","GC","","","Flat"," World Tour           "
"2158",2024,"men","Road",92,"GP de Fourmies","FR","1.Pro","One Day","2024/09/08","2024/09/08","GC","","","Flat","            "
"2159",2024,"men","Road",166,"GP de la Somme","FR","1.2","One Day","2024/09/08","2024/09/08","GC","","","Hilly","            "
"2160",2024,"men","Road",263,"GP Industria & Artigianato","IT","1.Pro","One Day","2024/09/08","2024/09/08","GC","","","Hilly","            "
"2161",2024,"men","Road",4048,"Tour of Poyang Lake","CN","2.2","Stage Race","2024/09/08","2024/09/12","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2162",2024,"men","Road",4048,"Tour of Poyang Lake","CN","2.2","Stage Race","2024/09/08","2024/09/12","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2163",2024,"men","Road",4048,"Tour of Poyang Lake","CN","2.2","Stage Race","2024/09/08","2024/09/12","03","19.4","Plouay-Plouay","Flat ITT","            "
"2164",2024,"men","Road",4048,"Tour of Poyang Lake","CN","2.2","Stage Race","2024/09/08","2024/09/12","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2165",2024,"men","Road",4048,"Tour of Poyang Lake","CN","2.2","Stage Race","2024/09/08","2024/09/12","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2166",2024,"men","Road",4020,"Europe ITT","","CCTT","One Day","2024/09/11","2024/09/11","GC","","","Flat ITT","          Euro Champs  "
"2167",2024,"men","Road",347,"Europe ITT-U23","","CCUT","One Day","2024/09/11","2024/09/11","GC","","","Flat ITT","            "
"2168",2024,"men","Road",4025,"Giro della Toscana","IT","1.1","One Day","2024/09/11","2024/09/11","GC","","","Hilly","            "
"2169",2024,"men","Road",160,"Coppa Sabatini","IT","1.Pro","One Day","2024/09/12","2024/09/12","GC","","","Hilly","            "
"2170",2024,"men","Road",344,"Tour de Serbie","RS","2.2","Stage Race","2024/09/12","2024/09/15","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2171",2024,"men","Road",344,"Tour de Serbie","RS","2.2","Stage Race","2024/09/12","2024/09/15","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2172",2024,"men","Road",344,"Tour de Serbie","RS","2.2","Stage Race","2024/09/12","2024/09/15","03","19.4","Plouay-Plouay","Flat ITT","            "
"2173",2024,"men","Road",344,"Tour de Serbie","RS","2.2","Stage Race","2024/09/12","2024/09/15","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2174",2024,"men","Road",344,"Tour de Serbie","RS","2.2","Stage Race","2024/09/12","2024/09/15","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2175",2024,"men","Road",59,"GP Québec","CA","1.UWT","One Day","2024/09/13","2024/09/13","GC","","","Hilly MTF"," World Tour           "
"2176",2024,"men","Road",68,"Memorial Pantani","IT","1.1","One Day","2024/09/14","2024/09/14","GC","","","Hilly","            "
"2177",2024,"men","Road",171,"GP d'Isbergues","FR","1.1","One Day","2024/09/15","2024/09/15","GC","","","Flat","            "
"2178",2024,"men","Road",58,"GP Montreal","CA","1.UWT","One Day","2024/09/15","2024/09/15","GC","","","Hilly"," World Tour           "
"2179",2024,"men","Road",205,"Trofeo Matteotti","IT","1.1","One Day","2024/09/15","2024/09/15","GC","","","Hilly","            "
"2180",2024,"men","Road",20780,"Tour of Huangshan","CN","2.2","Stage Race","2024/09/15","2024/09/17","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2181",2024,"men","Road",20780,"Tour of Huangshan","CN","2.2","Stage Race","2024/09/15","2024/09/17","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2182",2024,"men","Road",20780,"Tour of Huangshan","CN","2.2","Stage Race","2024/09/15","2024/09/17","03","19.4","Plouay-Plouay","Flat ITT","            "
"2183",2024,"men","Road",20780,"Tour of Huangshan","CN","2.2","Stage Race","2024/09/15","2024/09/17","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2184",2024,"men","Road",20780,"Tour of Huangshan","CN","2.2","Stage Race","2024/09/15","2024/09/17","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2185",2024,"men","Road",93,"GP de Wallonie","BE","1.Pro","One Day","2024/09/18","2024/09/18","GC","","","Hilly MTF","            "
"2186",2024,"men","Road",8516,"Adriatica Ionica Race","IT","2.1","Stage Race","2024/09/18","2024/09/22","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2187",2024,"men","Road",8516,"Adriatica Ionica Race","IT","2.1","Stage Race","2024/09/18","2024/09/22","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2188",2024,"men","Road",8516,"Adriatica Ionica Race","IT","2.1","Stage Race","2024/09/18","2024/09/22","03","19.4","Plouay-Plouay","Flat ITT","            "
"2189",2024,"men","Road",8516,"Adriatica Ionica Race","IT","2.1","Stage Race","2024/09/18","2024/09/22","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2190",2024,"men","Road",8516,"Adriatica Ionica Race","IT","2.1","Stage Race","2024/09/18","2024/09/22","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2191",2024,"men","Road",37,"Tour de Luxembourg","LU","2.Pro","Stage Race","2024/09/18","2024/09/22","01","123.9","Kerlouan-Kerlouan","Flat","            "
"2192",2024,"men","Road",37,"Tour de Luxembourg","LU","2.Pro","Stage Race","2024/09/18","2024/09/22","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"2193",2024,"men","Road",37,"Tour de Luxembourg","LU","2.Pro","Stage Race","2024/09/18","2024/09/22","03","19.4","Plouay-Plouay","Flat ITT","            "
"2194",2024,"men","Road",37,"Tour de Luxembourg","LU","2.Pro","Stage Race","2024/09/18","2024/09/22","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"2195",2024,"men","Road",37,"Tour de Luxembourg","LU","2.Pro","Stage Race","2024/09/18","2024/09/22","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"2196",2024,"men","Road",167,"Kamp. van Vlaanderen","BE","1.1","One Day","2024/09/20","2024/09/20","GC","","","Flat","            "
"2197",2024,"men","Road",168,"SUPER 8 Classic","BE","1.Pro","One Day","2024/09/21","2024/09/21","GC","","","Hilly","            "
